time_s,x_m,y_m,z_m
18.561843823001254,60.114609886213614,-46.02543518552933,20.0
18.601560625000275,60.14882932940489,-45.91041772465264,20.0
18.641838823008584,60.18342876629186,-45.795513998002775,20.0
18.68153054700815,60.2183958503964,-45.68072161480347,20.0
18.721419363006135,60.25371864346452,-45.566038184295,20.0
18.761257202000706,60.28938560175656,-45.45146132050452,20.0
18.80180985899642,60.32538556279015,-45.336988646563015,20.0
18.841713640998933,60.36170773252453,-45.22261779860148,20.0
18.881541837006807,60.39834167297221,-45.10834642925917,20.0
18.921752509006183,60.43527729022616,-44.994172210832275,20.0
18.961393748002592,60.47250482289005,-44.88009283808968,20.0
19.001609337996342,60.51001483089856,-44.766106030782396,20.0
19.041863127000397,60.54779818471652,-44.65220953586926,20.0
19.081411532999482,60.58584605490401,-44.538401129481585,20.0
19.12154966100934,60.62414990203655,-44.42467861864613,20.0
19.161425544007216,60.662701466968414,-44.31103984278673,20.0
19.201774107001256,60.701492761427815,-44.197482675021604,20.0
19.242575387004763,60.74051605893353,-44.08400502327216,20.0
19.281706914000097,60.77976388602163,-43.97060483119997,20.0
19.321708930001478,60.819229013772365,-43.857280078984836,20.0
19.361641766008688,60.85890444962709,-43.74402878395831,20.0
19.401890295004705,60.89878342948525,-43.63084900110343,20.0
19.443089670996414,60.938859410071814,-43.51773882343346,20.0
19.481388330008485,60.979126061566156,-43.40469638225998,20.0
19.52141352300532,61.01957726048335,-43.291719847358735,20.0
19.562143607996404,61.06020708279887,-43.17880742704448,20.0
19.60151371000393,61.10100979730889,-43.06595736816141,20.0
19.64129004300048,61.141979859217095,-42.95316795599839,20.0
19.681454707009834,61.18311190394141,-42.840437514134614,20.0
19.721671965002315,61.22440074113167,-42.7277644042242,20.0
19.7616938160063,61.26584134889176,-42.61514702572445,20.0
19.801596424003947,61.30742886819874,-42.502583815574674,20.0
19.841669019006076,61.349158597512194,-42.39007324782938,20.0
19.881706244006637,61.39102598756713,-42.277613833252325,20.0
19.922026587009896,61.43302663634376,-42.16520411887524,20.0
19.961705544003053,61.47515628420853,-42.052842687524794,20.0
20.00135777700052,61.517410809219804,-41.94052815732273,20.0
20.03825024800608,61.555543352279344,-41.83948406652904,20.0
20.077610627005924,61.59802426128803,-41.727254965529056,20.0
20.11742672600667,61.64061883124189,-41.615068952898085,20.0
20.157577901001787,61.68332343526056,-41.50292477922642,20.0
20.19771757700073,61.72613456335256,-41.39082122766296,20.0
20.23766086199612,61.769048818582995,-41.278757113317106,20.0
20.27805950700713,61.8120629133708,-41.16673128265223,20.0
20.317465497995727,61.855173665910115,-41.05474261287361,20.0
20.357465385997784,61.898377996711865,-40.9427900113117,20.0
20.397419257002184,61.941672925261436,-40.83087241480311,20.0
20.43733996800438,61.98505556678842,-40.71898878906945,20.0
20.478090648000943,62.0285231291443,-40.60713812809736,20.0
20.518015861001913,62.07207290978464,-40.4953194535192,20.0
20.557400493999012,62.11570229285169,-40.3835318139967,20.0
20.597288218006724,62.159408746354856,-40.271774284607346,20.0
20.638499749999028,62.203189819444404,-40.160045966235764,20.0
